"Date
(YY:MM:DD)","Time
(HH:MM:SS)","Time
(µs)","Ax
(m/s^2)","Ay
(m/s^2)","Az
(m/s^2)","Gx
(deg/s)","Gy
(deg/s)","Gz
(deg/s)"
2021-09-22,13:11:10,782846,-0.7445967163085937,1.924938134765625,8.628702783203124,3.5975609756097566,9.573170731707318,-13.536585365853659
2021-09-22,13:11:10,983786,-0.4740519287109375,1.8124106567382812,8.98304462890625,-4.390243902439025,-3.2926829268292686,-14.695121951219514
2021-09-22,13:11:11,184898,-0.1292868896484375,1.3527239379882812,9.610325463867188,-7.25609756097561,1.402439024390244,8.597560975609756
2021-09-22,13:11:11,385990,0.7254431030273437,1.8818425048828125,10.144232434082031,-11.036585365853659,0.853658536585366,3.353658536585366
2021-09-22,13:11:11,587025,0.4740519287109375,2.1404162841796874,9.457096557617186,15.30487804878049,-1.9512195121951221,14.085365853658537
2021-09-22,13:11:11,788060,0.28012159423828126,3.095702746582031,9.969455712890625,-4.573170731707317,-1.2195121951219514,-5.060975609756098
2021-09-22,13:11:11,990048,0.1005564697265625,3.318363500976562,9.662997900390625,24.573170731707318,3.1097560975609757,4.390243902439025
2021-09-22,13:11:12,191687,0.04548983154296875,2.8371289672851563,7.6231380859375,15.609756097560977,17.926829268292686,-5.670731707317073
2021-09-22,13:11:12,393428,-0.7278373046875,5.755660791015624,8.214505895996094,-2.25609756097561,8.597560975609756,3.963414634146342
2021-09-22,13:11:12,594631,0.28730419921875,3.727771984863281,9.694122521972655,-30.182926829268297,-1.2804878048780488,-8.414634146341465
2021-09-22,13:11:12,795624,-0.6248866333007812,4.276044165039062,9.236830004882812,3.5975609756097566,2.378048780487805,31.09756097560976
2021-09-22,13:11:12,997313,-2.1787235107421874,5.908889697265625,7.790732202148437,-139.45121951219514,14.146341463414636,-29.939024390243905
2021-09-22,13:11:13,199039,-1.1372457885742187,0.47644613037109373,9.488221179199218,-104.63414634146342,-5.731707317073171,-75.0609756097561
2021-09-22,13:11:13,400537,-1.915361328125,3.1579519897460937,9.143456140136719,21.402439024390247,3.780487804878049,30.487804878048784
2021-09-22,13:11:13,602594,0.3687070556640625,2.597708801269531,9.648632690429688,-35.30487804878049,18.963414634146343,53.90243902439025
2021-09-22,13:11:13,806568,-0.3902548706054687,2.4947581298828125,9.935936889648437,6.7682926829268295,-20.30487804878049,18.04878048780488
2021-09-22,13:11:14,009085,-0.36391865234375,3.9815573608398434,7.240065820312499,22.5609756097561,-50.487804878048784,49.024390243902445
2021-09-22,13:11:14,211419,0.9720458740234375,3.69664736328125,8.717288244628906,-62.43902439024391,2.25609756097561,36.21951219512196
2021-09-22,13:11:14,414548,1.3934253662109375,2.2002713256835937,7.972691528320312,83.23170731707317,-26.463414634146343,49.63414634146342
2021-09-22,13:11:14,617872,1.6160861206054686,-0.29927520751953124,9.299079248046874,-37.5,11.52439024390244,3.8414634146341466
2021-09-22,13:11:14,820868,-3.469198205566406,-4.958391638183594,4.572925170898437,51.646341463414636,16.52439024390244,-0.7317073170731708
2021-09-22,13:11:15,023784,2.5258827514648434,1.39821376953125,8.410830432128906,22.80487804878049,10.670731707317074,-30.731707317073173
2021-09-22,13:11:15,226502,0.062249243164062495,-1.3742717529296875,7.692569934082031,12.317073170731708,-5.975609756097562,-46.15853658536586
2021-09-22,13:11:15,430139,0.6200982299804687,1.9129671264648436,8.643067993164061,0.5487804878048781,13.231707317073171,-11.158536585365855
2021-09-22,13:11:15,633059,2.4109610717773435,-0.4477157104492187,7.338228088378906,-11.76829268292683,-4.024390243902439,2.804878048780488
2021-09-22,13:11:15,835746,1.438915197753906,2.157175695800781,11.168950744628905,-27.682926829268297,-12.378048780487806,16.951219512195124
2021-09-22,13:11:16,038383,2.2649147705078123,-0.33039982910156246,9.093177905273437,-17.195121951219512,-10.731707317073171,17.926829268292686
2021-09-22,13:11:16,288023,0.584185205078125,0.47644613037109373,10.117896215820313,-14.51219512195122,9.573170731707318,-20.975609756097562
2021-09-22,13:11:16,491715,1.2689268798828124,-2.1404162841796874,10.259154113769531,-1.9512195121951221,-9.02439024390244,-30.54878048780488
2021-09-22,13:11:16,695056,1.68551796875,-0.39983167724609375,8.889670764160156,5.487804878048781,-23.719512195121954,-8.231707317073171
2021-09-22,13:11:16,898001,0.6272808349609375,-0.028730419921875,10.862492932128905,72.6219512195122,-7.682926829268293,-41.890243902439025
2021-09-22,13:11:17,101881,2.0638018310546875,-1.13006318359375,8.951920007324219,7.439024390243903,3.9024390243902443,-20.853658536585368
2021-09-22,13:11:17,306071,1.2880804931640624,-0.09337386474609374,11.003750830078124,36.15853658536586,-2.987804878048781,-10.609756097560977
2021-09-22,13:11:17,519611,1.6065093139648436,-0.45968671875,9.255983618164063,-15.121951219512196,-5.609756097560976,9.878048780487806
2021-09-22,13:11:17,723126,0.74699091796875,-0.3112462158203125,9.873687646484374,1.4634146341463417,5.3048780487804885,-7.8048780487804885
2021-09-22,13:11:17,927510,0.3184288208007812,0.05746083984375,9.830592016601562,36.646341463414636,38.23170731707317,-27.31707317073171
2021-09-22,13:11:18,131595,1.5394716674804687,-0.39743747558593745,11.563994018554688,-28.170731707317074,1.2195121951219514,-12.378048780487806
2021-09-22,13:11:18,336517,-0.411802685546875,-0.6344634399414062,6.718129858398437,24.207317073170735,0.7926829268292683,-6.219512195121951
2021-09-22,13:11:18,541556,-0.17477672119140625,-5.6215854980468745,11.578359228515625,-46.82926829268293,14.939024390243905,15.182926829268293
2021-09-22,13:11:18,746102,-0.062249243164062495,-2.4349030883789062,9.540893615722656,-15.426829268292684,6.707317073170732,-9.02439024390244
2021-09-22,13:11:18,949562,-1.235408056640625,-1.9321207397460936,8.813056311035156,-16.28048780487805,13.536585365853659,-3.7195121951219514
2021-09-22,13:11:19,153162,-0.6967126831054687,-1.7812860351562498,8.027758166503906,23.414634146341466,-11.341463414634147,1.3414634146341464
2021-09-22,13:11:19,356008,-0.23223756103515625,-2.0446482177734375,9.763554370117188,-3.353658536585366,-15.365853658536587,-17.25609756097561
2021-09-22,13:11:19,559499,-0.6727706665039062,-1.20667763671875,10.232817895507813,0.1829268292682927,-24.695121951219516,-8.78048780487805
2021-09-22,13:11:19,762341,2.6623522460937497,-1.0510545288085937,16.457742211914063,-20.853658536585368,-35.79268292682927,-15.365853658536587
2021-09-22,13:11:19,966058,0.7781155395507812,-2.3295582153320313,7.829039428710937,0.9756097560975611,5.182926829268293,-12.621951219512196
2021-09-22,13:11:20,170112,-0.06943184814453125,-0.6727706665039062,9.861716638183593,21.402439024390247,0.48780487804878053,2.5609756097560976
2021-09-22,13:11:20,376266,0.4836287353515625,-0.8188169677734375,8.63109698486328,-9.817073170731708,-2.7439024390243905,-23.719512195121954
2021-09-22,13:11:20,579714,-0.7398083129882812,-0.9097966308593749,7.996633544921875,-13.353658536585368,10.0,-16.646341463414636
2021-09-22,13:11:20,784084,0.09816226806640624,-1.1037269653320312,9.0788126953125,-7.987804878048781,-1.7682926829268295,-4.2682926829268295
2021-09-22,13:11:20,987445,0.05027823486328125,-0.6919242797851562,9.926360083007811,10.731707317073171,-7.195121951219513,5.609756097560976
2021-09-22,13:11:21,191025,-3.248931652832031,0.46208092041015625,6.2201359130859375,26.82926829268293,7.439024390243903,0.48780487804878053
2021-09-22,13:11:21,395723,-1.7022773803710936,0.9840168823242187,6.8593877563476555,-10.24390243902439,1.5853658536585367,10.365853658536587
2021-09-22,13:11:21,599259,-0.12449848632812499,-0.7493851196289062,8.793902697753905,21.219512195121954,-7.073170731707318,-18.963414634146343
2021-09-22,13:11:21,802652,0.7733271362304687,1.2569558715820313,8.8872765625,21.097560975609756,-4.329268292682928,-2.1341463414634148
2021-09-22,13:11:22,006523,0.12689268798828124,0.7062894897460937,9.361328491210937,-7.134146341463415,-0.9146341463414634,-8.719512195121952
2021-09-22,13:11:22,209811,0.07422025146484375,0.8164227661132812,9.22485899658203,4.573170731707317,-4.024390243902439,1.8902439024390245
2021-09-22,13:11:22,412950,0.3902548706054687,0.7685387329101562,9.3086560546875,0.5487804878048781,-2.7439024390243905,-3.231707317073171
2021-09-22,13:11:22,616162,0.44532150878906246,0.7565677246093749,9.375693701171874,3.7195121951219514,-2.1951219512195124,-1.0975609756097562
